Sub Account Number,Parent Account Number,Invoice Number,Parent Invoice Number,Invoice Type,NMI : MIRN : DPI,Supplier,Supplier ABN,Bill Type,Cancelled Invoice Number,Adjustment Reason,Fuel,Parent Account Name 1,Parent Account Name 2,Parent Account Name 3,Sub Account Name 1,Sub Account Name 2,Sub Account Name 3,Service Address,Issue Date,Energy Agreement,Tariff Description,Distributor Name,Network Tariff Code 1,Network Tariff Code 2,Network Tariff Code 3,Network Tariff Code 4,Network  Tariff Code 5,Days,Start Date,End Date,Charge Date,Type,Charge Type,Charge Description,Meter Number,Read Type,Estimated Reason,Start Read,End Read,Volume,Multiplier,Factor,Heating Value,Energy Units,Units of Measure,Charge/Rate,Charge/Rate UOM,Amount(GST incl),Sub Totals (GST excl),Sub Totals GST,Sub Total(GST incl.),Total Energy Usage,Total Current Account Charges (GST excl.),Total GST,Total Current Account Charges (GST incl),Due,Next Scheduled Read Date,Average Cost per Day,Average Daily Usage - Current Period,Average Daily Usage - This Time Last Year,CO2 Emissions for current period (tonnes),CO2 Emissions same time last year (tonnes),CO2 Emissions Saved for current period (tonnes)
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883824,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3PTO-06-02,,432 THE ESPLANADE ST LEONARDS VIC 3223,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,43.26,4.33,47.59,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883824,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3PTO-06-02,,432 THE ESPLANADE ST LEONARDS VIC 3223,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,43.26,4.33,47.59,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883858,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-06,,148 SHELL RD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883858,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-06,,148 SHELL RD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883858,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-06,,148 SHELL RD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883998,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-02,,35 HITCHCOCK AVE BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883998,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-02,,35 HITCHCOCK AVE BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883998,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-02,,35 HITCHCOCK AVE BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884179,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-14,,79 SHEEPWASH RD BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884179,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-14,,79 SHEEPWASH RD BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884179,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-14,,79 SHEEPWASH RD BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038885250,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-15,,131-135 BONNYVALE RD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Low,NBN FTTN Cabinet - Low,,,,,,,1,,,31,Day,2.91962,$/Day,90.51,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038885250,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-15,,131-135 BONNYVALE RD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,82.28,8.23,90.51,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038885250,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-15,,131-135 BONNYVALE RD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,82.28,8.23,90.51,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884138,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-12,,76 TAITS RD BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884138,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-12,,76 TAITS RD BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884138,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-12,,76 TAITS RD BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884088,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-07,,2 CARR ST BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,Micronode (48),Micronode (48),,,,,,,1,,,31,Day,1.53516,$/Day,47.59,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884088,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-07,,2 CARR ST BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,43.26,4.33,47.59,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884088,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-02-07,,2 CARR ST BARWON HEADS VIC 3227,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,43.26,4.33,47.59,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884559,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-02,,10 LAWRENCE RD POINT LONSDALE VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884559,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-02,,10 LAWRENCE RD POINT LONSDALE VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884559,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-02,,10 LAWRENCE RD POINT LONSDALE VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884426,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-05,,33 FLINDERS ST QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884426,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-05,,33 FLINDERS ST QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884426,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-05,,33 FLINDERS ST QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884519,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3KGP-10-14,,88 JAMIESON TCE TAYLORS HILL VIC 3037,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - High,NBN FTTN Cabinet - High,,,,,,,1,,,31,Day,4.79875,$/Day,148.76,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884519,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3KGP-10-14,,88 JAMIESON TCE TAYLORS HILL VIC 3037,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,135.24,13.52,148.76,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884519,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3KGP-10-14,,88 JAMIESON TCE TAYLORS HILL VIC 3037,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,135.24,13.52,148.76,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883899,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-12,,26-46 OAKDEAN BVD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883899,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-12,,26-46 OAKDEAN BVD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038883899,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-05-12,,26-46 OAKDEAN BVD OCEAN GROVE VIC 3226,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038885144,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-09,,21 STOKES ST QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038885144,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-09,,21 STOKES ST QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038885144,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-09,,21 STOKES ST QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Current Charges,,TOTAL,,,,,,,,,,,,,,,,,,,106.25,10.63,116.88,13/12/2019,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884939,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-03,,84 BELLARINE HWY QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Charges,NBN FTTN Cabinet - Medium,NBN FTTN Cabinet - Medium,,,,,,,1,,,31,Day,3.77025,$/Day,116.88,,,,,,,,,,,,,,,
3.00E+11,1.00E+11,1.03E+11,6.01E+11,Tax Invoice,62038884939,Origin Energy Electricity Ltd,33071052287,Bill,,,Electricity,NBN CO LIMITED,NBN CO LIMITED - POWERCOR FTTN,,NBN CO LIMITED,3OCG-06-03,,84 BELLARINE HWY QUEENSCLIFF VIC 3225,13/11/2019,unmetered supply,Unmetered Tariff,Powercor,,,,,,31,1/10/2019,31/10/2019,,Total Electricity Charges,,Sub Total,,,,,,,,,,,,,,,106.25,10.63,116.88,,,,,,,,,,,,
